"","gene_name","logFC","logCPM","LR","PValue","FDR","moduleColors","moduleColors_merged"
"3953","D030047H15Rik",0.732938172173844,1.07183970655941,4.70552825555697,0.0300657607272668,0.421504205031294,"black","YeMaBl"
"3954","D030056L22Rik",0.0528748109025692,4.73431647680477,0.116741795877562,0.732595498876585,0.948246201713559,"blue","blue"
"3955","D10Bwg1379e",-0.170980180237322,4.76766923291711,0.6084937907255,0.435355488797955,0.862416390395197,"turquoise","turquoise"
"3956","D10Jhu81e",0.0287739656001034,5.24761793367668,0.0405581014679122,0.840393305102523,0.973177035886849,"brown","BrRePi"
"3957","D10Wsu102e",-0.238660702322612,5.55310975554432,3.02234107995227,0.0821248346816859,0.561663257041782,"grey","grey"
"3958","D11Wsu47e",-0.282450965470441,4.27986468565305,5.04380853008189,0.0247140980557281,0.403727668194302,"grey","grey"
"3959","D130017N08Rik",-0.321448954345646,3.17033499934681,4.77381861047305,0.0288956659678806,0.417491159930085,"grey","grey"
"3960","D130020L05Rik",0.0448486674022257,1.26851888777816,0.0574815970633988,0.810521589582529,0.964956893338724,"brown","BrRePi"
"3961","D130040H23Rik",-0.173758029069466,1.83068940571783,0.6783487297641,0.410155913601704,0.848521060678582,"magenta","YeMaBl"
"3962","D130043K22Rik",-0.00967564657218426,4.41157611971642,0.00219191638634442,0.96265835721163,0.996520795766885,"turquoise","turquoise"
"3963","D15Ertd621e",0.0391179413194974,6.50792417747536,0.199142348697166,0.655414009809946,0.927224128840384,"grey","grey"
"3964","D16Ertd472e",-0.061339182412368,3.07350771019296,0.185189312061747,0.666951041201742,0.931720602237623,"blue","blue"
"3965","D17H6S53E",0.0680872577746924,3.20782908448305,0.161682659254554,0.687612034878119,0.936878952041219,"grey","grey"
"3966","D17Wsu104e",0.0303336280718273,5.3672853679362,0.0328739196656969,0.856122950860381,0.977625170365391,"brown","BrRePi"
"3967","D17Wsu92e",-0.0635055769380339,7.00406837784723,0.391937996031331,0.531282463952304,0.894101767913727,"brown","BrRePi"
"3968","D19Bwg1357e",-0.207250976431627,6.55635694159111,2.51134636682153,0.113029328248874,0.613846430270856,"grey","grey"
"3969","D1Ertd622e",-0.0115289892573814,5.59790126374881,0.00534384576454983,0.941725258425547,0.992077119990863,"turquoise","turquoise"
"3970","D230025D16Rik",0.145025848523025,5.14102112852311,2.07518364412782,0.149711919318479,0.656903909430099,"turquoise","turquoise"
"3971","D2hgdh",-0.0201204432640085,3.51050839687155,0.0272536257281124,0.86887572404851,0.980184433897882,"grey","grey"
"3972","D2Wsu81e",0.16499112623762,5.3178747099645,2.61889837828447,0.105597728549101,0.602265338940407,"brown","BrRePi"
"3973","D330023K18Rik",0.248021943207224,1.53979584733877,1.26608770210038,0.260501909409343,0.756114925934636,"grey","grey"
"3974","D330041H03Rik",0.319414252752397,-1.15049903061319,1.0619883062927,0.302762136133021,0.790783641525092,"grey","grey"
"3975","D330045A20Rik",0.120213508231574,0.318132671283155,0.291990410435085,0.588947842831176,0.912415241298688,"blue","blue"
"3976","D330050G23Rik",0.195740937408434,-0.715911710384514,0.391874333499141,0.531315814393618,0.894101767913727,"turquoise","turquoise"
"3977","D330050I16Rik",0.317902043772748,0.344171109620076,2.29511241128882,0.129781814515721,0.632962006522138,"grey","grey"
"3978","D3Bwg0562e",-0.154304537770109,6.81969614852312,1.59261629595452,0.206952736044908,0.720356028245764,"turquoise","turquoise"
"3979","D3Ertd254e",-0.0199865122503164,5.33678567870849,0.0215729154908431,0.883228938787371,0.982294868531865,"grey","grey"
"3980","D3Ertd751e",0.21226132912549,2.12379634395654,1.16182683657871,0.281086992587415,0.772511078778889,"blue","blue"
